006204,永豐臺灣加權ETF基金
00888,永豐台灣ESG永續優質ETF基金
00901,永豐台灣智能車供應鏈ETF基金
00907,永豐台灣優選入息存股ETF基金
00930,永豐台灣ESG低碳高息40ETF基金
