00690,兆豐臺灣藍籌30ETF基金 
00913,兆豐特選台灣晶圓製造ETF基金 
00921,兆豐台灣產業龍頭存股等權重ETF基金 
00932,兆豐台灣ESG永續高股息等權重ETF基金 
