0050,元大台灣卓越50基金
0051,元大台灣中型100基金
0053,元大台灣電子科技基金
0055,元大台灣金融基金
0056,元大台灣高股息基金
006201,元大富櫃50基金
006203,元大摩臺基金
00713,元大台灣高股息低波動ETF基金
00850,元大臺灣ESG永續ETF基金
